"","probability_of_goal","is_goal","distance","matchId","lastName","eventSec","angle","x","y","is_counter","rank"
"2510",0.709173744866306,1,3.4310494021509,2499873,"Jim\u00e9nez Silva",2542.586487,94.0275149230624,97,52,0,33
"4956",0.709173744866306,1,3.4310494021509,2500021,"Tomkins",1350.254952,94.0275149230624,97,52,0,34
"6044",0.709173744866306,1,3.4310494021509,2500091,"Aubameyang",2250.967455,94.0275149230624,97,52,0,35
"1923",0.708323611253484,1,5.15450288582712,2499836,"Pogba",499.346231,60.2601765931852,97,56,1,36
"4540",0.697606039205884,1,2.20735135399873,2499995,"Can",1733.050651,119.006732036974,98,49,0,37
"2104",0.697606039205884,1,2.20735135399873,2499848,"Kouyat\u00e9",2652.893624,119.006732036974,98,51,0,38
"2300",0.697606039205884,0,2.20735135399873,2499860,"Lacazette",1153.277437,119.006732036974,98,51,0,39
"4940",0.697606039205884,0,2.20735135399873,2500019,"Phillips",3109.666465,119.006732036974,98,51,0,40
"5593",0.697606039205884,0,2.20735135399873,2500060,"Kouyat\u00e9",942.198968,119.006732036974,98,51,0,41
"981",0.67759550164181,1,3.75287889492854,2499776,"Morata Mart\u00edn",2183.00296,88.2896857220538,97,47,0,42
"2715",0.67759550164181,1,3.75287889492854,2499886,"Okazaki",1860.750018,88.2896857220538,97,47,0,43
"6149",0.674292849286493,1,6.44512218658422,2500097,"Lamela",885.416151,58.604821742648,94,48,1,44
"1153",0.673337912599979,1,2.5019192632857,2499786,"Crouch",2354.384901,114.90170242643,98,48,0,45
"5790",0.673337912599979,0,2.5019192632857,2500074,"Gayle",2693.221986,114.90170242643,98,52,0,46
"5984",0.673337912599979,0,2.5019192632857,2500087,"Deeney",2327.628187,114.90170242643,98,48,0,47
"5136",0.670209710815324,1,4.16183853603189,2500030,"Vardy",3010.114257,80.3388172727015,97,46,1,48
"4924",0.667534468025814,1,6.25479815821422,2500018,"Wood",1461.629332,56.1997350703802,95,45,1,49
"3089",0.6611894768253,1,6.62205406199618,2499908,"Atsu Twasam",930.585723,56.5583679013992,94,47,1,50
"1891",0.639565622722774,0,4.2,2499834,"de Jesus",262.938543,82.139648908549,96,50,0,51
"2689",0.639565622722774,0,4.2,2499884,"Martial",856.220863,82.139648908549,96,50,0,52
"3431",0.639565622722774,1,4.2,2499927,"Ayew",2423.924072,82.139648908549,96,50,0,53
"4445",0.639565622722774,1,4.2,2499989,"Gayle",968.027455,82.139648908549,96,50,0,54
"4997",0.639565622722774,1,4.2,2500023,"Barbosa de Oliveira",235.57604,82.139648908549,96,50,0,55
"5036",0.639565622722774,0,4.2,2500025,"Calvert-Lewin",1400.748651,82.139648908549,96,50,0,56
"790",0.636376673063596,1,3.99624824053762,2499765,"Atsu Twasam",1122.869905,80.4927145287274,98,45,0,57
"3275",0.636376673063595,1,3.99624824053763,2499917,"Wagu\u00e9",2698.809945,80.4927145287272,98,55,0,58
"917",0.634345129817666,0,4.25469152818392,2499772,"Calvert-Lewin",2500.466459,81.295799156945,96,51,0,59
"1454",0.634345129817666,1,4.25469152818392,2499806,"Okazaki",200.684209,81.295799156945,96,51,0,60
"1642",0.634345129817666,1,4.25469152818392,2499818,"Phillips",2765.144405,81.295799156945,96,49,0,61
"1888",0.634345129817666,1,4.25469152818392,2499834,"de Jesus",2669.154041,81.295799156945,96,51,0,62
"2723",0.634345129817666,0,4.25469152818392,2499886,"Austin",1247.147836,81.295799156945,96,51,0,63
"3740",0.634345129817666,1,4.25469152818392,2499946,"Son",1509.359651,81.295799156945,96,51,0,64
"4024",0.634345129817666,0,4.25469152818392,2499963,"Iheanacho",1872.998397,81.295799156945,96,49,0,65
"2514",0.631903521220067,1,4.16183853603189,2499873,"Otamendi",520.099441,80.3388172727015,97,46,0,66
"839",0.631903521220067,1,4.16183853603189,2499767,"Ag\u00fcero del Castillo",1841.44704,80.3388172727015,97,54,0,67
"1178",0.631903521220067,1,4.16183853603189,2499788,"Sakho",2658.749372,80.3388172727015,97,54,0,68
"5577",0.631903521220067,1,4.16183853603189,2500058,"Crouch",1998.148932,80.3388172727015,97,54,0,69
"4495",0.629243471371473,1,2.92772949570141,2499992,"Barnes",1308.835365,107.422761208939,98,53,0,70
"914",0.629243471371473,0,2.92772949570141,2499772,"Niasse",2161.7493,107.422761208939,98,47,0,71
"5574",0.619257730157274,0,7.47476421032797,2500058,"Diouf",649.837366,51.7090253924358,93,48,1,72
"1117",0.618706734124611,1,4.41470270799745,2499784,"Lukaku Menama",2412.453366,78.7883006482609,96,52,0,73
"2308",0.618706734124611,1,4.41470270799745,2499860,"Lacazette",199.032187,78.7883006482609,96,48,0,74
"4743",0.618706734124611,0,4.41470270799745,2500007,"Kane",992.720193,78.7883006482609,96,48,0,75
"979",0.601585970418373,1,7.08661414216973,2499776,"Morata Mart\u00edn",1918.798569,46.2221783629251,95,43,1,76
"2939",0.598836710075942,1,5.00383852657138,2499899,"Coutinho Correia",1522.864069,69.2582462190328,96,54,1,77
"3476",0.593952347300357,1,7.8371487162105,2499930,"Murray",140.051082,48.2469302917886,93,54,1,78
"3211",0.592876035373386,1,4.6692183500025,2499914,"Barnes",125.122731,74.7079876899916,96,53,0,79
"3546",0.592876035373386,0,4.6692183500025,2499934,"Ag\u00fcero del Castillo",2347.484166,74.7079876899916,96,53,0,80
"4736",0.592876035373386,1,4.6692183500025,2500006,"King",143.077915,74.7079876899916,96,47,0,81
"1670",0.580856827345675,1,3.15000000000001,2499820,"Niasse",1278.233091,98.5657569304922,97,50,0,82
"2246",0.580856827345675,0,3.15000000000001,2499857,"Yoshida",2025.107358,98.5657569304922,97,50,0,83
"3247",0.580856827345675,1,3.15000000000001,2499916,"Kane",1276.523291,98.5657569304922,97,50,0,84
"5726",0.580856827345675,0,3.15000000000001,2500069,"Cork",1414.509126,98.5657569304922,97,50,0,85
"515",0.573646654064482,0,4.63492179006292,2499748,"Martins Indi",522.757297,70.6732149611668,97,45,0,86
"915",0.573646654064482,1,4.63492179006292,2499772,"Niasse",2163.211936,70.6732149611668,97,45,0,87
"4193",0.573646654064482,1,4.63492179006292,2499973,"Diam\u00e9",1302.05214,70.6732149611668,97,45,0,88
"6172",0.573646654064481,1,4.63492179006292,2500098,"Niasse",1737.064842,70.6732149611667,97,55,0,89
"1108",0.573511766711437,1,3.22256109329211,2499784,"Fellaini-Bakkioui",182.965918,97.4390670095849,97,51,0,90
"1639",0.573511766711437,1,3.22256109329211,2499818,"Sterling",1137.970608,97.4390670095849,97,49,0,91
"2764",0.573511766711437,1,3.22256109329211,2499889,"Lovren",1508.661024,97.4390670095849,97,49,0,92
"4321",0.573511766711437,0,3.22256109329211,2499981,"Ince",952.22311,97.4390670095849,97,51,0,93
"5158",0.573511766711437,0,3.22256109329211,2500032,"Man\u00e9",646.142225,97.4390670095849,97,49,0,94
"5494",0.573511766711437,1,3.22256109329211,2500053,"Rodriguez",1635.476149,97.4390670095849,97,49,0,95
"6086",0.573511766711437,1,3.22256109329211,2500094,"Gayle",1347.530723,97.4390670095849,97,51,0,96
"5368",0.560651463632766,1,3.43633525721808,2500044,"Vardy",2287.119097,95.8950520085728,98,46,0,97
"3581",0.558943581906614,1,8.64416566245695,2499936,"P\u00e9rez Guti\u00e9rrez",1632.239267,45.0755769773625,92,53,1,98
"633",0.557711238115465,0,5.00383852657138,2499755,"Carrillo D\u00edaz",552.657546,69.2582462190328,96,46,0,99
"1418",0.557711238115465,0,5.00383852657138,2499804,"Long",1690.543773,69.2582462190328,96,46,0,100
"2395",0.557711238115465,1,5.00383852657138,2499865,"Jim\u00e9nez Silva",2250.295738,69.2582462190328,96,46,0,101
"3123",0.557711238115465,0,5.00383852657138,2499910,"Bakayoko",1087.044883,69.2582462190328,96,46,0,102
"451",0.557711238115465,1,5.00383852657138,2499744,"Fellaini-Bakkioui",2185.760423,69.2582462190328,96,54,0,103
"2671",0.557711238115465,0,5.00383852657138,2499883,"Deeney",1792.810332,69.2582462190328,96,54,0,104
"4331",0.557711238115465,1,5.00383852657138,2499982,"Ag\u00fcero del Castillo",163.321811,69.2582462190328,96,54,0,105
"6057",0.555249999739856,0,8.40647964370342,2500092,"Man\u00e9",1113.362778,43.2099879371462,93,56,1,106
"1671",0.551356245952756,1,3.4310494021509,2499820,"Calvert-Lewin",1691.513352,94.0275149230624,97,48,0,107
"5386",0.551356245952756,0,3.4310494021509,2500045,"Sterling",2674.771508,94.0275149230624,97,48,0,108
"1929",0.551356245952756,0,3.4310494021509,2499836,"Fellaini-Bakkioui",2698.001175,94.0275149230624,97,52,0,109
"3219",0.551356245952756,0,3.4310494021509,2499914,"Lingard",300.157575,94.0275149230624,97,52,0,110
"3244",0.550337296992988,0,5.15450288582712,2499916,"Kane",336.764612,60.2601765931852,97,56,1,111
"959",0.550230121079757,1,5.29385492812185,2499775,"Lukaku Menama",1145.970864,69.1594742809427,95,49,0,112
"961",0.550230121079757,0,5.29385492812185,2499775,"Romeu Vidal",331.225174,69.1594742809427,95,49,0,113
"1559",0.550230121079757,0,5.29385492812185,2499813,"Schlupp",2115.084869,69.1594742809427,95,51,0,114
"1939",0.550230121079757,0,5.29385492812185,2499837,"Arnautovi\u0107",2837.017983,69.1594742809427,95,49,0,115
"778",0.547040868365482,0,8.82940541599489,2499764,"Lukaku Menama",1531.04736,43.6026416947046,92,54,1,116
"3760",0.547040868365482,1,8.82940541599489,2499947,"Ward-Prowse",2629.077687,43.6026416947046,92,54,1,117
"2520",0.546206275504814,0,6.8830879697996,2499873,"Mota Veiga de Carvalho e Silva",2886.312809,34.1588410330963,97,41,1,118
"2379",0.538634029601991,0,4.58872531319974,2499865,"Antonio",417.309483,63.5101400914537,98,44,0,119
"5630",0.538634029601991,0,4.58872531319974,2500062,"R\u00fcdiger",711.245925,63.5101400914537,98,44,0,120
"1819",0.53863402960199,1,4.58872531319974,2499830,"S\u00e1nchez S\u00e1nchez",2461.444948,63.5101400914534,98,56,0,121
"5224",0.53863402960199,1,4.58872531319974,2500036,"Hern\u00e1ndez Balc\u00e1zar",2641.458256,63.5101400914534,98,56,0,122
"1757",0.538055631219126,0,5.42329235796854,2499826,"Ayew",414.763554,67.375053785412,95,48,0,123
"3716",0.538055631219126,0,5.42329235796854,2499944,"Rashford",2335.18266,67.375053785412,95,48,0,124
"5003",0.538055631219126,1,5.42329235796854,2500023,"Salah Ghaly",2373.772401,67.375053785412,95,48,0,125
"5212",0.538055631219126,1,5.42329235796854,2500035,"P\u00e9rez Guti\u00e9rrez",2076.13433,67.375053785412,95,48,0,126
"6147",0.538055631219126,1,5.42329235796854,2500097,"Lamela",216.416867,67.375053785412,95,48,0,127
"2328",0.538055631219126,0,5.42329235796854,2499861,"Murray",155.337309,67.3750537854119,95,52,0,128
"3182",0.538055631219126,0,5.42329235796854,2499912,"Mouni\u00e9",669.364379,67.3750537854119,95,52,0,129
"1574",0.532355884225471,1,9.06200860736734,2499814,"Vardy",1050.169437,41.8191268358153,92,45,1,130
"332",0.532355884225471,1,9.06200860736735,2499738,"Arnautovi\u0107",2920.234529,41.8191268358153,92,55,1,131
"164",0.532301914622378,0,4.21294433858318,2499728,"Yacob",2384.886225,60.4730686885245,99,56,0,132
"2900",0.519739555557777,1,9.54736089189049,2499896,"Sakho",2446.079633,41.6570391907582,91,48,1,133
"1694",0.518346909113686,1,5.63241511254275,2499822,"de Jesus",1735.346894,64.5020280569202,95,53,0,134
"3538",0.518346909113686,1,5.63241511254275,2499933,"Albrighton",2791.534673,64.5020280569202,95,47,0,135
"3551",0.518346909113686,1,5.63241511254275,2499934,"Ag\u00fcero del Castillo",1051.476981,64.5020280569202,95,53,0,136
"4466",0.518346909113686,1,5.63241511254275,2499990,"San\u00e9",1951.642216,64.5020280569202,95,47,0,137
"5197",0.518346909113686,0,5.63241511254275,2500034,"Mata Garc\u00eda",703.197582,64.5020280569202,95,53,0,138
"5464",0.518346909113686,1,5.63241511254275,2500052,"Man\u00e9",384.920718,64.5020280569202,95,53,0,139
"2201",0.515194099738476,1,5.40370243444252,2499854,"Field",614.391087,62.7939113776023,96,45,0,140
"4827",0.515194099738476,1,5.40370243444252,2500011,"van Aanholt",2658.100463,62.7939113776023,96,45,0,141
"4637",0.515194099738476,0,5.40370243444252,2500000,"Lennon",2371.687815,62.7939113776022,96,55,0,142
"5010",0.515194099738476,0,5.40370243444252,2500024,"de Jesus",1634.130309,62.7939113776022,96,55,0,143
"2341",0.514376288542066,1,3.75287889492854,2499862,"Morata Mart\u00edn",1939.861153,88.2896857220538,97,53,0,144
"4468",0.514376288542066,0,3.75287889492854,2499990,"Ag\u00fcero del Castillo",2333.501815,88.2896857220538,97,53,0,145
"159",0.514376288542066,0,3.75287889492854,2499728,"Rodriguez",851.501175,88.2896857220538,97,47,0,146
"578",0.514376288542066,0,3.75287889492854,2499751,"Dann",2624.715096,88.2896857220538,97,47,0,147
"1840",0.514376288542066,1,3.75287889492854,2499831,"Zouma",2735.582693,88.2896857220538,97,47,0,148
"2836",0.514376288542066,1,3.75287889492854,2499893,"Fer",2091.019679,88.2896857220538,97,47,0,149
"3173",0.514376288542066,0,3.75287889492854,2499912,"Choupo-Moting",1594.658701,88.2896857220538,97,47,0,150
"4437",0.514376288542066,1,3.75287889492854,2499988,"Arnautovi\u0107",1918.508377,88.2896857220538,97,47,0,151
"4451",0.514376288542066,1,3.75287889492854,2499989,"Gayle",2706.258156,88.2896857220538,97,47,0,152
"5413",0.514376288542066,1,3.75287889492854,2500047,"Cork",1656.228787,88.2896857220538,97,47,0,153
"2643",0.508322120621015,1,5.15450288582711,2499881,"Jim\u00e9nez Silva",419.322978,60.2601765931853,97,44,0,154
"4229",0.508322120621014,1,5.15450288582712,2499975,"Salah Ghaly",2736.268197,60.2601765931852,97,56,0,155
"5424",0.508322120621014,1,5.15450288582712,2500048,"Rodriguez",513.304384,60.2601765931852,97,56,0,156
"6004",0.508322120621014,1,5.15450288582712,2500088,"Livermore",2807.909022,60.2601765931852,97,56,0,157
"1389",0.495844319560631,1,6.62205406199618,2499801,"Rashford",1935.511001,56.5583679013992,94,47,1,158
"331",0.492102976977258,1,5.91277430653327,2499738,"Arnautovi\u0107",964.86664,60.7006918819831,95,46,0,159
"2172",0.492102976977258,0,5.91277430653327,2499852,"Dannemann Eriksen",1760.281813,60.7006918819831,95,54,0,160
"2932",0.492102976977258,1,5.91277430653327,2499898,"Barry",1910.604763,60.7006918819831,95,46,0,161
"3613",0.492102976977258,0,5.91277430653327,2499938,"Carroll",58.2936930000001,60.7006918819831,95,54,0,162
"4094",0.492102976977258,0,5.91277430653327,2499967,"Crouch",1138.895432,60.7006918819831,95,54,0,163
"5334",0.492102976977258,1,5.91277430653327,2500042,"Azpilicueta Tanco",2137.005038,60.7006918819831,95,54,0,164
"5858",0.492102976977258,1,5.91277430653327,2500078,"de Jesus",424.948827,60.7006918819831,95,46,0,165
"6042",0.492102976977258,0,5.91277430653327,2500091,"Kola\u0161inac",1569.97429,60.7006918819831,95,46,0,166
"2518",0.480678263767148,0,6.30000000000001,2499873,"Lukaku Menama",2338.515571,60.3090958358323,94,50,0,167
"4354",0.480678263767148,0,6.30000000000001,2499983,"Martial",1882.700425,60.3090958358323,94,50,0,168
"4983",0.480086687724702,0,10.5,2500022,"Aubameyang",435.110291,38.4341903539573,90,50,1,169
"1609",0.477586581346305,0,6.33659214404716,2499816,"Alli",1907.0753,59.8774170670395,94,51,0,170
"2115",0.477586581346305,1,6.33659214404716,2499849,"Wood",2187.460401,59.8774170670395,94,51,0,171
"2417",0.477586581346305,0,6.33659214404716,2499868,"Robson-Kanu",478.963883,59.8774170670395,94,51,0,172
"3002",0.477586581346305,0,6.33659214404716,2499902,"R\u00fcdiger",1925.98812,59.8774170670395,94,51,0,173
"3304",0.477586581346305,0,6.33659214404716,2499919,"Schneiderlin",2185.954157,59.8774170670395,94,49,0,174
"4555",0.477586581346305,1,6.33659214404716,2499995,"Man\u00e9",1867.560884,59.8774170670395,94,51,0,175
"4665",0.476207236131999,0,10.0076770531427,2500001,"Mata Garc\u00eda",2631.4676,35.3263458119325,92,42,1,176
"632",0.47209323000425,0,4.2,2499755,"Chalobah",550.89801,82.139648908549,96,50,0,177
"1170",0.47209323000425,1,4.2,2499787,"de Andrade",2972.120428,82.139648908549,96,50,0,178
"3005",0.47209323000425,0,4.2,2499903,"Smalling",86.991846,82.139648908549,96,50,0,179
"3317",0.47209323000425,1,4.2,2499920,"R\u00fcdiger",153.509516,82.139648908549,96,50,0,180
"4487",0.47209323000425,1,4.2,2499991,"Locadia",2660.011923,82.139648908549,96,50,0,181
"5930",0.47209323000425,0,4.2,2500082,"Solanke",2892.879842,82.139648908549,96,50,0,182
"3480",0.469364916317255,0,10.6963358212053,2499930,"Izquierdo Mena",1345.408291,37.2664019009771,90,47,1,183
"4585",0.468653563315495,0,3.99624824053762,2499997,"Tosun",2864.006441,80.4927145287274,98,45,0,184
"2174",0.468517892853908,0,5.85545899140281,2499852,"Llorente Torres",2217.315902,55.8035707727335,96,44,0,185
"4606",0.468517892853908,1,5.85545899140281,2499999,"Dunk",400.706877,55.8035707727335,96,44,0,186
"2469",0.468517892853907,0,5.85545899140281,2499870,"Dann",1922.124941,55.8035707727333,96,56,0,187
"3661",0.468517892853907,0,5.85545899140281,2499941,"Benteke Liolo",2529.367738,55.8035707727333,96,56,0,188
"4207",0.468517892853907,0,5.85545899140281,2499973,"Cabaye",2535.400775,55.8035707727333,96,56,0,189
"4894",0.468517892853907,0,5.85545899140281,2500016,"Martins Indi",1086.859909,55.8035707727333,96,56,0,190
"2139",0.468467220715148,1,6.44512218658422,2499850,"Giroud",2496.069581,58.604821742648,94,52,0,191
"2478",0.468467220715148,0,6.44512218658422,2499871,"Ince",624.090556,58.604821742648,94,52,0,192
"3357",0.468467220715148,0,6.44512218658422,2499922,"Wells",2419.557913,58.604821742648,94,52,0,193
"3612",0.468467220715148,0,6.44512218658422,2499938,"Evans",2666.803062,58.604821742648,94,52,0,194
"4135",0.468467220715148,1,6.44512218658422,2499970,"Ramsey",346.970695,58.604821742648,94,52,0,195
"5880",0.468467220715148,0,6.44512218658422,2500079,"Wilson",2377.159452,58.604821742648,94,52,0,196
"710",0.466470578298701,0,4.25469152818392,2499760,"Tackie Mensah Welbeck",926.400047,81.295799156945,96,49,0,197
"2238",0.466470578298701,0,4.25469152818392,2499857,"Hoedt",824.342432,81.295799156945,96,49,0,198
"2920",0.466470578298701,0,4.25469152818392,2499897,"Depoitre",2897.994716,81.295799156945,96,49,0,199
"3251",0.466470578298701,1,4.25469152818392,2499916,"Kane",2285.723484,81.295799156945,96,49,0,200
"3616",0.466470578298701,1,4.25469152818392,2499938,"Carroll",813.781658,81.295799156945,96,51,0,201
"4227",0.466470578298701,0,4.25469152818392,2499975,"Kane",1775.772806,81.295799156945,96,49,0,202
"4601",0.466470578298701,0,4.25469152818392,2499998,"Dawson",2357.589491,81.295799156945,96,51,0,203
"5921",0.466470578298701,1,4.25469152818392,2500082,"Giroud",1907.981112,81.295799156945,96,51,0,204
"1007",0.463855438353496,1,4.16183853603189,2499778,"Hern\u00e1ndez Balc\u00e1zar",1187.991908,80.3388172727015,97,46,0,205
"2451",0.463855438353496,0,4.16183853603189,2499869,"Long",1100.955799,80.3388172727015,97,46,0,206
"3815",0.463855438353496,0,4.16183853603189,2499950,"Hemed",1771.888547,80.3388172727015,97,46,0,207
"1213",0.463701934328159,0,9.13853927058367,2499791,"Zaha",164.561059,28.7263354935749,95,61,1,208
"3267",0.461313693411835,0,10.8465847159371,2499916,"Lamela",2251.052932,36.3993615681138,90,46,1,209
"121",0.460852849791684,0,6.25479815821422,2499726,"Gabbiadini",1052.351893,56.1997350703802,95,45,0,210
"5770",0.460852849791684,1,6.25479815821422,2500073,"Pogba",949.648774,56.1997350703802,95,45,0,211
"6161",0.460852849791684,0,6.25479815821422,2500098,"Noble",562.677635,56.1997350703802,95,45,0,212
"3987",0.457380981605356,1,7.38138875822158,2499961,"Benteke Liolo",1385.989532,52.6305482654203,93,49,1,213
"2277",0.45379094907017,0,6.62205406199618,2499859,"Defoe",1171.256516,56.5583679013992,94,53,0,214
"4460",0.453790949070169,1,6.62205406199618,2499989,"Gosling",2600.525292,56.5583679013992,94,47,0,215
"3",0.449878912068757,1,4.41470270799745,2499719,"Okazaki",254.745027,78.7883006482609,96,52,0,216
"1161",0.449878912068757,0,4.41470270799745,2499787,"Carrillo D\u00edaz",1970.666276,78.7883006482609,96,52,0,217
"1318",0.449878912068757,0,4.41470270799745,2499797,"Alli",2723.088258,78.7883006482609,96,48,0,218
"1801",0.449878912068757,1,4.41470270799745,2499829,"Wilson",1556.577637,78.7883006482609,96,48,0,219
"3091",0.449878912068757,1,4.41470270799745,2499908,"Ayew Pel\u00e9",1396.727162,78.7883006482609,96,52,0,220
"3120",0.449878912068757,1,4.41470270799745,2499909,"Wilson",2719.561245,78.7883006482609,96,52,0,221
"3584",0.449878912068757,0,4.41470270799745,2499936,"Diouf",2445.630962,78.7883006482609,96,52,0,222
"4648",0.449878912068757,1,4.41470270799745,2500000,"Wood",2047.013742,78.7883006482609,96,52,0,223
"5008",0.449878912068757,1,4.41470270799745,2500024,"Ulloa",1175.151221,78.7883006482609,96,48,0,224
"5266",0.449878912068757,1,4.41470270799745,2500038,"Wood",1667.635046,78.7883006482609,96,48,0,225
"6085",0.449878912068757,0,4.41470270799745,2500094,"Murphy",1345.277815,78.7883006482609,96,48,0,226
"4368",0.446498348849682,0,5.20265316929738,2499984,"Hoedt",809.491575,48.3498078723851,98,43,0,227
"5439",0.443992282386426,1,10.9039488259988,2500049,"Vardy",1576.995768,33.2518387713454,91,58,1,228
"3021",0.443876488334644,1,5.70789803693093,2499903,"Maguire",2938.003286,50.2391853987068,97,57,0,229
"4794",0.443876488334644,0,5.70789803693093,2500010,"Aubameyang",997.207456,50.2391853987068,97,57,0,230
"4754",0.439620155353687,0,11.2648302250855,2500007,"Kane",2580.676881,34.1049083642688,90,44,1,231
"3881",0.437112154440798,1,11.57,2499954,"Murphy",1267.725276,35.0613836772858,89,49,1,232
"8",0.434342523228828,1,6.8620988043018,2499719,"Vardy",1710.855093,53.8477709960862,94,54,0,233
"983",0.434342523228828,1,6.8620988043018,2499777,"Gray",771.506147,53.8477709960862,94,54,0,234
"1756",0.434342523228828,0,6.8620988043018,2499826,"Abraham",382.226912,53.8477709960862,94,54,0,235
"1869",0.434342523228828,1,6.8620988043018,2499833,"Zaha",2063.607796,53.8477709960862,94,46,0,236
"1926",0.434342523228828,1,6.8620988043018,2499836,"Lukaku Menama",1501.258563,53.8477709960862,94,54,0,237
"3112",0.434342523228828,0,6.8620988043018,2499909,"Afobe",1961.575827,53.8477709960862,94,46,0,238
"3168",0.434342523228828,1,6.8620988043018,2499912,"Ince",554.295608,53.8477709960862,94,54,0,239
"3442",0.434342523228828,0,6.8620988043018,2499928,"Lacazette",993.988158,53.8477709960862,94,46,0,240
"4089",0.434342523228828,0,6.8620988043018,2499967,"de Andrade",2532.457858,53.8477709960862,94,54,0,241
"4955",0.434342523228828,0,6.8620988043018,2500021,"Tomkins",1348.084292,53.8477709960862,94,54,0,242
"5372",0.434342523228828,0,6.8620988043018,2500045,"Mota Veiga de Carvalho e Silva",1272.434663,53.8477709960862,94,54,0,243
"5384",0.434342523228828,1,6.8620988043018,2500045,"Smalling",1416.06449,53.8477709960862,94,54,0,244
"5887",0.434342523228828,0,6.8620988043018,2500080,"Wilshere",44.4625860000001,53.8477709960862,94,46,0,245
"5390",0.434132838165935,0,11.6297936353144,2500046,"Son",1375.75801,34.7535353590572,89,52,1,246
"6062",0.434132838165935,0,11.6297936353144,2500092,"Salah Ghaly",1747.186915,34.7535353590572,89,52,1,247
"4004",0.429246165216409,1,11.7287723142706,2499962,"Wilson",309.562427,34.2508441707732,89,53,1,248
"4590",0.426156489063156,0,11.2586366847856,2499998,"McClean",2575.433116,31.3918861175312,91,41,1,249
"977",0.423272202759329,0,4.6692183500025,2499776,"Fletcher",1566.053841,74.7079876899916,96,53,0,250
"2991",0.423272202759329,0,4.6692183500025,2499902,"Borges da Silva",574.093619,74.7079876899916,96,53,0,251
