"","probability_of_goal","is_goal","matchId","lastName","eventSec","angle","x","y","is_through","is_counter","preceding_pass","rank"
"3577",0.265766484407783,0,2499985,"Diouf",2749.516092,50.2236660170712,93,53,0,0,"Air duel",492
"3752",0.265766484407783,0,2499999,"Duffy",1346.027807,50.2236660170712,93,47,0,0,"Air duel",493
"3845",0.265766484407783,0,2500005,"Boufal",1863.541811,50.2236660170712,93,47,0,0,"Cross",494
"3920",0.265766484407783,0,2500011,"Giroud",1798.251161,50.2236660170712,93,47,0,0,"Air duel",495
"4038",0.265766484407783,0,2500021,"Benteke Liolo",2367.78518,50.2236660170712,93,53,0,0,"Ground loose ball duel",496
"4728",0.265766484407783,0,2500076,"Ayew",1602.058571,50.2236660170712,93,53,0,0,"Air duel",497
"1524",0.26568321734494,0,2499833,"Calvert-Lewin",134.939377,43.6026416947046,92,46,0,0,"Cross",498
"3412",0.264576249993944,0,2499973,"Benteke Liolo",507.194415,28.9907762145717,87,46,1,1,"Smart pass",499
"1641",0.263057967822877,0,2499842,"Alonso Mendoza",2200.539258,43.2913003750853,94,43,0,0,"Cross",500
"2479",0.262664347229884,0,2499905,"Austin",897.399448,28.7636212335891,88,57,0,1,"Simple pass",501
"2685",0.262664347229884,1,2499919,"Gueye",703.477729,28.7636212335891,88,57,1,1,"Smart pass",502
"1034",0.262375089957489,1,2499794,"Mota Veiga de Carvalho e Silva",1996.759772,43.2099879371462,93,56,0,0,"Simple pass",503
"2876",0.262375089957489,1,2499934,"Sterling",39.535511,43.2099879371462,93,56,0,0,"Cross",504
"985",0.262351374294966,0,2499791,"Zaha",164.561059,28.7263354935749,95,61,0,1,"Ground defending duel",505
"775",0.260296504759046,0,2499774,"San\u00e9",887.219341,21.8696330852233,89,36,0,1,"Simple pass",506
"3884",0.258303542721354,0,2500009,"Stanislas",222.50444,28.2414877643098,90,40,0,1,"Simple pass",507
"213",0.25823114543296,0,2499734,"de Jesus",2559.461931,28.2327712858888,89,59,0,1,"Cross",508
"2883",0.255992144696135,0,2499934,"Ag\u00fcero del Castillo",2790.508171,27.9624086229053,86,50,1,1,"Smart pass",509
"3890",0.255164716235518,1,2500009,"Alli",2073.934831,42.3429295646948,91,50,0,0,"Cross",510
"1404",0.254458639067895,0,2499825,"Okazaki",1205.77134,42.2571660306072,96,58,0,0,"Cross",511
"113",0.254003814264464,0,2499726,"Yoshida",2033.156187,48.8130193378065,96,57,0,0,"Head pass",512
"380",0.254003814264464,0,2499746,"Mee",473.353902,48.8130193378065,96,43,0,0,"Air duel",513
"1446",0.254003814264464,1,2499828,"Lanzini",595.909942,48.8130193378065,96,43,0,0,"Ground loose ball duel",514
"1811",0.254003814264464,0,2499855,"Alonso Mendoza",2049.749165,48.8130193378065,96,57,0,0,"Air duel",515
"3084",0.254003814264464,1,2499949,"Monreal Eraso",301.427975,48.8130193378065,96,43,0,0,"Ground loose ball duel",516
"3851",0.254003814264464,0,2500006,"Fern\u00e1ndez",963.820672,48.8130193378065,96,43,0,0,"Ground loose ball duel",517
"4291",0.254003814264464,0,2500039,"Zaha",1722.919657,48.8130193378065,96,57,0,0,"Air duel",518
"4552",0.254003814264464,0,2500060,"Tackie Mensah Welbeck",2083.124756,48.8130193378065,96,43,0,0,"Air duel",519
"4621",0.254003814264464,0,2500066,"Tarkowski",989.173253,48.8130193378065,96,43,0,0,"Cross",520
"3718",0.253740225006323,0,2499996,"Lukaku Menama",1313.553533,42.169742957325,91,51,0,0,"Cross",521
"3094",0.253327430858482,0,2499949,"Iwobi",623.6396,21.0274289234528,91,35,0,1,"Ground attacking duel",522
"3078",0.2525808266538,0,2499948,"Rond\u00f3n Gim\u00e9nez",1411.011682,20.9363039767893,90,35,0,1,"Ground defending duel",523
"4672",0.2525808266538,0,2500072,"Salah Ghaly",300.138934,20.9363039767893,90,65,0,1,"Simple pass",524
"847",0.250872454070324,0,2499780,"Ramsey",2477.252124,41.8191268358153,92,45,0,0,"Simple pass",525
"4428",0.250872454070324,0,2500050,"McArthur",782.577205,41.8191268358153,92,45,0,0,"Ground loose ball duel",526
"2453",0.250872454070324,0,2499903,"Lukaku Menama",1089.423996,41.8191268358153,92,55,0,0,"Cross",527
"3646",0.250872454070324,1,2499991,"Murray",1418.123746,41.8191268358153,92,55,0,0,"Cross",528
"2563",0.250506458900844,0,2499911,"Xhaka",2281.369609,20.6821812596013,82,43,0,1,"Air duel",529
"3602",0.250443322408155,0,2499987,"Lamela",1617.075825,20.6744247608739,89,65,0,1,"Simple pass",530
"1566",0.250217073175182,1,2499836,"Smalling",2754.483406,48.3498078723851,98,57,0,0,"Air duel",531
"3210",0.249554010572511,0,2499958,"Arnautovi\u0107",782.641628,41.6570391907582,91,48,0,0,"Cross",532
"35",0.249381175240947,1,2499721,"Vokes",2531.371773,48.2469302917886,93,46,0,0,"Cross",533
"1040",0.249381175240947,0,2499795,"Lascelles",1113.736876,48.2469302917886,93,46,0,0,"Air duel",534
"1060",0.249381175240947,0,2499797,"Alli",969.223276,48.2469302917886,93,46,1,0,"Smart pass",535
"1387",0.249381175240947,0,2499823,"Pugh",2597.733242,48.2469302917886,93,46,0,0,"Ground defending duel",536
"1971",0.249381175240947,1,2499867,"Kabasele",764.330755,48.2469302917886,93,46,0,0,"Air duel",537
"2992",0.249381175240947,0,2499942,"Schindler",1703.417832,48.2469302917886,93,46,0,0,"Head pass",538
"3168",0.249381175240947,0,2499954,"Gayle",2747.68864,48.2469302917886,93,46,0,0,"Cross",539
"4093",0.249381175240947,0,2500025,"Tosun",1398.426615,48.2469302917886,93,46,0,0,"Cross",540
"4379",0.249381175240947,0,2500045,"Ag\u00fcero del Castillo",2624.490112,48.2469302917886,93,46,0,0,"Air duel",541
"4405",0.249381175240947,0,2500048,"Rodriguez",252.732648,48.2469302917886,93,46,0,0,"Air duel",542
"4763",0.249381175240947,0,2500079,"van der Hoorn",679.009671,48.2469302917886,93,46,0,0,"Simple pass",543
"4859",0.249381175240947,0,2500086,"Shawcross",2912.789845,48.2469302917886,93,46,0,0,"Cross",544
"2496",0.249381175240947,0,2499907,"Dann",175.226117,48.2469302917886,93,54,0,0,"Air duel",545
"2860",0.249381175240947,0,2499932,"Niasse",1501.740538,48.2469302917886,93,54,0,0,"Cross",546
"3956",0.249381175240947,0,2500013,"Mouni\u00e9",1581.510723,48.2469302917886,93,54,0,0,"Air duel",547
"4477",0.249381175240947,0,2500054,"Chambers",2290.919825,48.2469302917886,93,54,0,0,"Head pass",548
"4517",0.249381175240947,0,2500057,"Sterling",1527.718189,48.2469302917886,93,54,0,0,"Ground defending duel",549
"3190",0.249100520337324,1,2499956,"Diouf",1403.278151,27.1203296357346,86,54,0,1,"Simple pass",550
"929",0.247768468189342,0,2499786,"Choupo-Moting",2351.997452,41.4366129056007,97,42,0,0,"Simple pass",551
"2904",0.247768468189342,0,2499936,"Clark",1771.030215,41.4366129056007,97,42,0,0,"Air duel",552
"222",0.245724552452024,0,2499735,"Choupo-Moting",1215.050374,26.7021522625729,90,61,0,1,"Simple pass",553
"746",0.245724552452024,1,2499772,"Niasse",1877.786605,26.7021522625729,90,61,1,1,"Smart pass",554
"2495",0.245724552452024,1,2499906,"Sobhi",2956.457787,26.7021522625729,90,61,0,1,"Simple pass",555
"1158",0.245441893794014,1,2499804,"Boufal",2388.035289,26.6669647999608,86,45,0,1,"Ground defending duel",556
"3927",0.245441893794014,0,2500011,"Giroud",1290.03949,26.6669647999608,86,55,0,1,"Cross",557
"772",0.245295093022105,1,2499774,"Sterling",344.171008,26.6486791554332,93,62,0,1,"Cross",558
"4181",0.244100704680344,0,2500031,"Alonso Mendoza",2779.628256,19.8884479696823,83,39,0,1,"Simple pass",559
"386",0.242858319389314,0,2499746,"Ward",822.870834,40.8248914371811,91,47,0,0,"Air duel",560
"538",0.242858319389314,0,2499756,"Lukaku Menama",2151.143389,40.8248914371811,91,53,0,0,"Cross",561
"3991",0.242858319389314,1,2500017,"Rond\u00f3n Gim\u00e9nez",456.958017,40.8248914371811,91,47,0,0,"Cross",562
"4903",0.242858319389314,0,2500091,"Mouni\u00e9",639.759842,40.8248914371811,91,53,1,0,"Smart pass",563
"3315",0.242192349814624,0,2499966,"De Bruyne",2111.71637,26.260454029407,87,42,0,1,"Simple pass",564
"2732",0.241787036055825,0,2499923,"Salah Ghaly",781.838751,19.5983094763571,91,66,1,1,"Smart pass",565
"151",0.241777111110278,0,2499729,"Chalobah",1942.174765,19.5970608122158,80,53,0,1,"Ground defending duel",566
"4895",0.241227986638414,0,2500090,"Townsend",972.116956,19.5279205927258,89,34,0,1,"Simple pass",567
"8",0.240085304714452,1,2499719,"Tackie Mensah Welbeck",2815.900791,47.0868897348734,92,50,0,0,"Simple pass",568
"10",0.240085304714452,0,2499719,"Mahrez",340.664542,47.0868897348734,92,50,0,0,"Air duel",569
"1021",0.240085304714452,1,2499794,"de Jesus",976.823118,47.0868897348734,92,50,0,0,"Simple pass",570
"1518",0.240085304714452,0,2499832,"Bony",2972.685749,47.0868897348734,92,50,0,0,"Air duel",571
"1876",0.240085304714452,0,2499860,"Pogba",125.067621,47.0868897348734,92,50,0,0,"Air duel",572
"1897",0.240085304714452,0,2499861,"Barbosa de Oliveira",264.793514,47.0868897348734,92,50,0,0,"Air duel",573
"1913",0.240085304714452,0,2499862,"Hazard",687.677345,47.0868897348734,92,50,0,0,"Ground defending duel",574
"2023",0.240085304714452,1,2499871,"Mouni\u00e9",2551.650408,47.0868897348734,92,50,0,0,"Head pass",575
"2095",0.240085304714452,0,2499876,"Rond\u00f3n Gim\u00e9nez",2249.931105,47.0868897348734,92,50,0,0,"Air duel",576
"2674",0.240085304714452,0,2499918,"Robson-Kanu",1978.466826,47.0868897348734,92,50,0,0,"Air duel",577
"3624",0.240085304714452,0,2499989,"Cook",1766.626232,47.0868897348734,92,50,0,0,"Air duel",578
"4169",0.240085304714452,0,2500030,"Dunk",1405.582514,47.0868897348734,92,50,0,0,"Air duel",579
"4368",0.240085304714452,1,2500045,"Kompany",1488.106805,47.0868897348734,92,50,0,0,"Ground loose ball duel",580
"1169",0.239729907606919,0,2499805,"Choupo-Moting",2647.750451,47.0419387511386,94,44,0,0,"Cross",581
"1648",0.239729907606919,0,2499843,"Lukaku Menama",2646.201055,47.0419387511386,94,44,0,0,"Air duel",582
"4211",0.239729907606919,0,2500033,"Tosun",1231.354627,47.0419387511386,94,44,0,0,"Air duel",583
"4656",0.239729907606919,0,2500070,"Tomkins",481.961424,47.0419387511386,94,44,0,0,"Air duel",584
"569",0.239729907606919,0,2499759,"Stephens",368.289896,47.0419387511385,94,56,0,0,"Air duel",585
"1632",0.239729907606919,0,2499841,"de Jesus",2313.810769,47.0419387511385,94,56,1,0,"Smart pass",586
"1856",0.239729907606919,0,2499858,"Man\u00e9",2187.268124,47.0419387511385,94,56,0,0,"Air duel",587
"2102",0.239729907606919,1,2499877,"Kane",533.444089,47.0419387511385,94,56,0,0,"Air duel",588
"3542",0.239729907606919,0,2499983,"Martial",2277.704174,47.0419387511385,94,56,0,0,"Air duel",589
"4231",0.239729907606919,0,2500035,"P\u00e9rez Guti\u00e9rrez",1253.67581,47.0419387511385,94,56,0,0,"Cross",590
"4614",0.239729907606919,1,2500065,"de Jesus",2554.310291,47.0419387511385,94,56,0,0,"High pass",591
"1542",0.239249200715839,0,2499834,"Jim\u00e9nez Silva",408.581727,40.3698842604581,93,43,0,0,"Cross",592
"2560",0.239249200715839,0,2499911,"\u00d6zil",1768.1666,40.3698842604581,93,43,1,0,"Smart pass",593
"264",0.238295652331643,1,2499738,"Naval da Costa Eduardo ",756.52264,25.7680596158325,85,53,0,1,"Simple pass",594
"396",0.238268663021505,0,2499746,"Wood",2513.615314,46.8566376659417,92,51,0,0,"Cross",595
"779",0.238268663021505,0,2499775,"Lukaku Menama",1144.005645,46.8566376659417,92,51,0,0,"Air duel",596
"1378",0.238268663021505,0,2499823,"Wilson",2088.612765,46.8566376659417,92,51,0,0,"Cross",597
"1774",0.238268663021505,0,2499852,"Okazaki",544.925,46.8566376659417,92,49,0,0,"Air duel",598
"2109",0.238268663021505,0,2499877,"Dannemann Eriksen",2258.616569,46.8566376659417,92,51,0,0,"Simple pass",599
"2287",0.238268663021505,0,2499890,"Koscielny",1784.999261,46.8566376659417,92,51,0,0,"Air duel",600
"2387",0.238268663021505,1,2499898,"Lukaku Menama",1615.321714,46.8566376659417,92,51,0,0,"Air duel",601
"2610",0.238268663021505,0,2499914,"Pogba",1209.189527,46.8566376659417,92,49,0,0,"Air duel",602
"2884",0.238268663021505,0,2499934,"Ag\u00fcero del Castillo",132.667624,46.8566376659417,92,49,0,0,"Cross",603
"3398",0.238268663021505,0,2499972,"Kompany",322.214922,46.8566376659417,92,49,0,0,"Air duel",604
"3758",0.238268663021505,0,2499999,"Koscielny",2752.500353,46.8566376659417,92,49,0,0,"Air duel",605
"3933",0.238268663021505,0,2500012,"Jagielka",459.389151,46.8566376659417,92,49,0,0,"Air duel",606
"4173",0.238268663021505,0,2500030,"Duffy",2794.306544,46.8566376659417,92,49,0,0,"Air duel",607
"4204",0.238268663021505,1,2500033,"de Jesus",755.617003,46.8566376659417,92,49,0,0,"Cross",608
"4214",0.238268663021505,0,2500033,"Niasse",2314.495769,46.8566376659417,92,51,0,0,"High pass",609
"4250",0.238268663021505,0,2500036,"Sakho",1679.31336,46.8566376659417,92,51,0,0,"Air duel",610
"4259",0.238268663021505,0,2500037,"Defoe",1872.696374,46.8566376659417,92,51,0,0,"Cross",611
"4283",0.238268663021505,0,2500039,"Wilson",2754.086854,46.8566376659417,92,51,0,0,"Cross",612
"4382",0.238268663021505,0,2500046,"Diouf",710.689294,46.8566376659417,92,49,0,0,"Cross",613
"4870",0.238268663021505,0,2500088,"Kane",1759.129651,46.8566376659417,92,51,0,0,"Air duel",614
"4540",0.236381420042549,0,2500059,"Fraser",1806.898902,25.5241482273973,86,43,0,1,"Ground attacking duel",615
"2935",0.235879521031777,1,2499938,"McClean",1773.417157,18.8487894674931,79,50,0,1,"Ground attacking duel",616
"1742",0.234749446481589,1,2499850,"Giroud",1366.378286,39.7959493116892,92,44,0,0,"Simple pass",617
"3448",0.234749446481589,1,2499976,"Lukaku Menama",553.464328,39.7959493116892,92,44,0,0,"Cross",618
"1213",0.234749446481588,0,2499809,"Morata Mart\u00edn",1079.808413,39.7959493116891,92,56,0,0,"Cross",619
"761",0.234168047625028,0,2499773,"Sturridge",1788.787669,18.6292323239354,82,62,0,1,"Ground defending duel",620
"1267",0.234168047625028,1,2499813,"Ayew Pel\u00e9",2552.585414,18.6292323239354,82,38,0,1,"Ground attacking duel",621
"2726",0.234042829907605,0,2499923,"Salah Ghaly",366.999681,39.7051327272033,91,46,0,0,"Ground defending duel",622
"1003",0.234042829907605,0,2499792,"Mahrez",307.277457,39.7051327272032,91,54,0,0,"Cross",623
"1100",0.234042829907605,0,2499800,"Lacazette",537.023153,39.7051327272032,91,54,0,0,"Ground defending duel",624
"1710",0.234042829907605,1,2499847,"Kane",1693.577154,39.7051327272032,91,54,0,0,"Cross",625
"3751",0.234042829907605,0,2499999,"Knockaert",1164.243533,39.7051327272032,91,54,0,0,"Simple pass",626
"4598",0.234042829907605,0,2500064,"Vardy",1482.556462,39.7051327272032,91,54,0,0,"High pass",627
"855",0.233311947185238,0,2499780,"Murray",2297.056407,46.2221783629251,95,43,0,0,"Air duel",628
"4031",0.233311947185238,0,2500020,"Zappacosta",2502.394094,46.2221783629251,95,43,0,0,"Air duel",629
"4401",0.233311947185238,1,2500047,"Vokes",1493.079807,46.2221783629251,95,57,0,0,"Air duel",630
"4655",0.233311947185238,0,2500070,"Iheanacho",316.960562,46.2221783629251,95,57,0,0,"Air duel",631
"78",0.232955247111225,1,2499724,"Lukaku Menama",422.083928,46.1761617823756,92,52,0,0,"Air duel",632
"478",0.232955247111225,1,2499752,"Kane",45.4553270000001,46.1761617823756,92,48,0,0,"Cross",633
"707",0.232955247111225,0,2499768,"Robson-Kanu",2544.335911,46.1761617823756,92,48,0,0,"Air duel",634
"727",0.232955247111225,0,2499771,"Wood",1350.644909,46.1761617823756,92,48,0,0,"Air duel",635
"1020",0.232955247111225,0,2499794,"Otamendi",789.621468,46.1761617823756,92,52,0,0,"Air duel",636
"1062",0.232955247111225,0,2499797,"Alderweireld",1964.714979,46.1761617823756,92,52,0,0,"Air duel",637
"1322",0.232955247111225,0,2499818,"Jim\u00e9nez Silva",1539.532832,46.1761617823756,92,52,0,0,"Cross",638
"2205",0.232955247111225,0,2499885,"Sigur\u00f0sson",2427.177417,46.1761617823756,92,48,0,0,"Cross",639
"2577",0.232955247111225,0,2499912,"Crouch",933.126105,46.1761617823756,92,52,0,0,"Ground loose ball duel",640
"3123",0.232955247111225,0,2499951,"Barnes",1878.350431,46.1761617823756,92,48,0,0,"High pass",641
"3172",0.232955247111225,1,2499955,"Kane",1045.929917,46.1761617823756,92,52,0,0,"Air duel",642
"3770",0.232955247111225,1,2500000,"Tosun",1157.229738,46.1761617823756,92,52,0,0,"Head pass",643
"3947",0.232955247111225,0,2500013,"Schindler",1148.770007,46.1761617823756,92,52,0,0,"Air duel",644
"4017",0.232955247111225,0,2500019,"Rond\u00f3n Gim\u00e9nez",1499.35292,46.1761617823756,92,48,0,0,"Ground loose ball duel",645
"4488",0.232955247111225,0,2500055,"Christensen",2741.167848,46.1761617823756,92,48,0,0,"Air duel",646
"4591",0.232955247111225,0,2500063,"Gayle",1094.0622,46.1761617823756,92,52,0,0,"Air duel",647
"4788",0.232955247111225,1,2500080,"Aubameyang",1742.183211,46.1761617823756,92,52,0,0,"Cross",648
"4851",0.232955247111225,0,2500086,"Diouf",1314.849718,46.1761617823756,92,52,0,0,"Cross",649
"193",0.231563894576495,0,2499733,"Puncheon",2423.62583,18.2930085257071,88,33,0,1,"Simple pass",650
"3867",0.231239166769805,0,2500007,"Ince",479.62114,18.2508981180089,79,44,1,1,"Smart pass",651
"1417",0.230614985645032,1,2499825,"Crouch",1670.839323,45.8730277581404,93,45,0,0,"Air duel",652
"1975",0.230614985645032,0,2499867,"de Andrade",809.518609,45.8730277581404,93,45,0,0,"Air duel",653
"4498",0.230614985645032,0,2500056,"Fern\u00e1ndez",1287.767263,45.8730277581404,93,45,0,0,"Air duel",654
"4873",0.230614985645032,0,2500088,"Kane",356.385246,45.8730277581404,93,45,0,0,"Air duel",655
"4967",0.230614985645032,1,2500096,"Crouch",2414.745834,45.8730277581404,93,45,0,0,"Ground loose ball duel",656
"107",0.230614985645031,0,2499726,"Yoshida",2195.054245,45.8730277581404,93,55,0,0,"Air duel",657
"194",0.230614985645031,0,2499733,"Benteke Liolo",588.791513,45.8730277581404,93,55,0,0,"Simple pass",658
"382",0.230614985645031,0,2499746,"Dier",1344.40328,45.8730277581404,93,55,0,0,"Air duel",659
"736",0.230614985645031,0,2499772,"Calvert-Lewin",350.323723,45.8730277581404,93,55,0,0,"Air duel",660
"2222",0.230614985645031,1,2499886,"Okazaki",1424.144056,45.8730277581404,93,55,0,0,"Cross",661
"2750",0.230614985645031,0,2499925,"Duffy",935.946322,45.8730277581404,93,55,0,0,"Air duel",662
"4228",0.230614985645031,0,2500035,"Gayle",2480.385916,45.8730277581404,93,55,0,0,"Cross",663
"4509",0.230614985645031,0,2500056,"Coleman",1757.127139,45.8730277581404,93,55,0,0,"Cross",664
"310",0.230483643010269,1,2499741,"Ayew",140.807364,18.1527621643668,82,63,0,1,"Ground defending duel",665
"809",0.228791209997801,1,2499777,"de Andrade",2651.117795,24.5432901893738,84,51,0,1,"Ground attacking duel",666
"2964",0.228522881876487,0,2499940,"Hazard",954.958815,24.5082012874563,87,40,0,1,"Ground defending duel",667
"1415",0.22687351959524,1,2499825,"Mahrez",893.627286,17.6806948184823,94,66,0,1,"Ground attacking duel",668
"1698",0.226034831594625,1,2499847,"Rond\u00f3n Gim\u00e9nez",200.031511,24.1814506743193,91,63,0,1,"Ground defending duel",669
"3099",0.225674956016175,1,2499950,"Borges da Silva",346.957495,24.1339788169449,85,57,0,1,"Simple pass",670
"585",0.224537411416889,0,2499761,"Benteke Liolo",950.312003,45.0755769773625,92,47,0,0,"Cross",671
"1661",0.224537411416889,0,2499844,"Doucour\u00e9",1195.465564,45.0755769773625,92,53,0,0,"Cross",672
"1779",0.224537411416889,0,2499852,"Dier",2796.584786,45.0755769773625,92,53,0,0,"Air duel",673
"2154",0.224537411416889,0,2499881,"Ag\u00fcero del Castillo",1299.100638,45.0755769773625,92,47,0,0,"Cross",674
"2286",0.224537411416889,0,2499890,"Wilshere",1744.455324,45.0755769773625,92,53,0,0,"Air duel",675
"2290",0.224537411416889,0,2499891,"Murray",797.435321,45.0755769773625,92,47,0,0,"Air duel",676
"2437",0.224537411416889,0,2499901,"Barnes",2151.444607,45.0755769773625,92,47,0,0,"Air duel",677
"2630",0.224537411416889,0,2499915,"Gayle",2589.995042,45.0755769773625,92,47,0,0,"Cross",678
"2757",0.224537411416889,0,2499925,"Gayle",772.085964,45.0755769773625,92,47,0,0,"Air duel",679
"2814",0.224537411416889,1,2499929,"Alonso Mendoza",2282.781347,45.0755769773625,92,53,0,0,"Cross",680
"2820",0.224537411416889,1,2499930,"Cook",1932.890289,45.0755769773625,92,47,0,0,"Air duel",681
"3334",0.224537411416889,0,2499967,"Crouch",971.666859,45.0755769773625,92,47,0,0,"Air duel",682
"3586",0.224537411416889,0,2499986,"Mee",1287.854624,45.0755769773625,92,53,0,0,"Air duel",683
"4832",0.224537411416889,1,2500084,"Naval da Costa Eduardo ",1984.585268,45.0755769773625,92,53,0,0,"Simple pass",684
"4968",0.224382297369159,0,2500096,"Pieters",874.66579,17.3518362861886,88,32,0,1,"Ground defending duel",685
"2487",0.224309462649639,0,2499906,"Rond\u00f3n Gim\u00e9nez",1753.071496,38.4341903539573,90,50,0,0,"Ground attacking duel",686
"2522",0.224309462649639,0,2499909,"Ayew Pel\u00e9",1172.006713,38.4341903539573,90,50,0,0,"Cross",687
"449",0.223592415299088,1,2499750,"Gro\u00df",2696.223146,38.3390331400034,91,55,0,0,"Ground attacking duel",688
"1544",0.223592415299088,0,2499835,"Salah Ghaly",538.573821,38.3390331400034,91,55,0,0,"Cross",689
"3965",0.223592415299088,0,2500014,"Mata Garc\u00eda",2271.190936,38.3390331400034,91,55,0,0,"Cross",690
"1120",0.223309180020333,0,2499801,"Lukaku Menama",1184.490108,38.3013859852892,90,49,0,0,"Cross",691
"1282",0.223309180020333,0,2499814,"Vardy",684.178831,38.3013859852892,90,49,0,0,"Head pass",692
"2249",0.223309180020333,0,2499888,"Hemed",1447.772534,38.3013859852892,90,49,0,0,"Ground loose ball duel",693
"2426",0.223309180020333,0,2499900,"Hemed",1668.579833,38.3013859852892,90,49,0,0,"Cross",694
"3346",0.223309180020333,0,2499968,"Kane",2709.833564,38.3013859852892,90,51,0,0,"Ground loose ball duel",695
"4920",0.223309180020333,1,2500092,"Salah Ghaly",1522.9105,38.3013859852892,90,49,0,0,"Simple pass",696
"2581",0.222486979107834,0,2499912,"van La Parra",2648.530276,23.711081173303,90,37,0,1,"Ground attacking duel",697
"3417",0.222486979107834,0,2499973,"Nunes do Nascimento",1883.006844,23.711081173303,90,37,0,1,"Ground defending duel",698
"4626",0.222451298640476,0,2500066,"Berg Gu\u00f0munds\u00adson",2930.737639,17.0951421338858,78,58,0,1,"Simple pass",699
"1587",0.222021952885443,1,2499837,"de Andrade",1112.155966,17.0378520033526,91,32,0,1,"Ground attacking duel",700
"2327",0.221032565879855,1,2499894,"Zaha",2396.011541,23.5167116070994,88,62,0,1,"Ground defending duel",701
"2821",0.220361904303731,0,2499930,"Wilson",2501.528716,37.9076011518755,90,52,0,0,"Cross",702
"1343",0.219449487852692,0,2499819,"Bakayoko",1769.363687,23.3041029909037,84,56,0,1,"Ground attacking duel",703
"3459",0.218179265860612,0,2499977,"Doucour\u00e9",1213.932021,16.5215311826939,80,36,0,1,"Ground attacking duel",704
"4780",0.218135065728624,1,2500080,"Lacazette",2824.00711,37.6075619981007,92,57,0,0,"Simple pass",705
"4862",0.217985871724883,0,2500087,"Gray",1595.133459,23.1065551684684,89,63,1,1,"Smart pass",706
"1708",0.217680116532655,0,2499847,"Phillips",597.014702,16.4539844892891,88,69,0,1,"Ground attacking duel",707
"4086",0.217567438898396,0,2500025,"Crouch",578.474007,23.0499026251266,83,48,0,1,"Simple pass",708
"4622",0.217160221532199,0,2500066,"Campbell",2028.539661,16.383511453542,87,31,0,1,"Ground defending duel",709
"26",0.217037373438798,0,2499720,"de Jesus",1998.335772,37.4588489327604,93,42,0,0,"Ground loose ball duel",710
"2877",0.217037373438798,0,2499934,"Stones",260.310213,37.4588489327604,93,42,1,0,"Smart pass",711
"3410",0.217037373438798,1,2499972,"Berg Gu\u00f0munds\u00adson",2196.929717,37.4588489327604,93,42,0,0,"High pass",712
"4224",0.217037373438798,0,2500034,"Lukaku Menama",2055.852473,37.4588489327604,93,58,0,0,"Ground attacking duel",713
"759",0.216911845650489,1,2499773,"Henderson",1326.262532,22.9609820041733,85,41,0,1,"Ground defending duel",714
"1731",0.216429760691062,1,2499849,"Brady",1201.412862,22.8954709374205,83,53,0,1,"Ground attacking duel",715
"2507",0.216429760691062,1,2499908,"Arnautovi\u0107",309.249932,22.8954709374205,83,53,0,1,"Ground defending duel",716
"4564",0.216117543261866,0,2500061,"Knockaert",1174.817658,16.2418054569284,76,55,0,1,"Ground attacking duel",717
"325",0.2160406331852,0,2499742,"Ince",2146.825076,16.2313333537429,86,69,0,1,"High pass",718
"1454",0.215622803494932,0,2499828,"Salah Ghaly",2118.1404,37.2664019009771,90,53,0,0,"Cross",719
"3274",0.215622803494932,0,2499963,"Niasse",2191.87813,37.2664019009771,90,47,0,0,"Simple pass",720
"3544",0.215622803494932,1,2499983,"Ritchie",1147.74093,37.2664019009771,90,47,0,0,"Simple pass",721
"3982",0.215622803494932,1,2500016,"Jim\u00e9nez Silva",280.719889,37.2664019009771,90,47,0,0,"High pass",722
"2510",0.215515577235287,0,2499908,"Ritchie",2004.26478,16.1597692773432,82,67,0,1,"Simple pass",723
"1794",0.214183168840131,1,2499853,"Lingard",2457.183553,22.5887765391888,86,61,0,1,"Ground attacking duel",724
"851",0.213946683294205,0,2499780,"S\u00e1nchez S\u00e1nchez",947.705291,22.556356905405,91,36,0,1,"Ground defending duel",725
"1923",0.213619239955377,0,2499863,"Ince",329.921125,15.9002433046848,91,31,0,1,"Ground defending duel",726
"1605",0.213613480352824,0,2499839,"Ramsey",1106.898387,43.6026416947046,92,46,0,0,"Cross",727
"1735",0.213613480352824,0,2499850,"Jattah-Njie J\u00f8rgensen",1266.217108,43.6026416947046,92,46,0,0,"Air duel",728
"4322",0.213613480352824,0,2500041,"Mouni\u00e9",1066.405247,43.6026416947046,92,46,0,0,"Air duel",729
"4421",0.213613480352824,0,2500049,"Vardy",2682.484972,43.6026416947046,92,46,0,0,"Cross",730
"4487",0.213613480352824,0,2500055,"Yoshida",2480.999058,43.6026416947046,92,46,0,0,"Ground loose ball duel",731
"12",0.213613480352824,1,2499719,"Vardy",634.312236,43.6026416947046,92,54,0,0,"Air duel",732
"2176",0.213613480352824,0,2499882,"Wilshere",1458.923093,43.6026416947046,92,54,0,0,"Air duel",733
"2425",0.213613480352824,0,2499900,"Dunk",1401.952802,43.6026416947046,92,54,0,0,"Air duel",734
"2671",0.213613480352824,0,2499918,"Williams",314.379116,43.6026416947046,92,54,0,0,"Air duel",735
"2705",0.213613480352824,0,2499921,"Benteke Liolo",1884.568261,43.6026416947046,92,54,0,0,"Air duel",736
"3064",0.213613480352824,0,2499947,"Wagu\u00e9",1089.973694,43.6026416947046,92,54,0,0,"Ground loose ball duel",737
