"","probability_of_goal","is_goal","matchId","lastName","eventSec","angle","x","y","is_through","is_counter","preceding_pass","rank"
"298",0.08446443,0,2499740,"Rooney",1446.666,18.6958,79,53,0,0,"Air duel",3582
"2138",0.0844601,0,2499879,"Choupo-Moting",2813.696,18.69451,93,34,0,0,"Cross",3583
"2373",0.0844601,0,2499897,"Schindler",192.3015,18.69451,93,66,0,0,"Air duel",3584
"2995",0.0844601,0,2499943,"Barbosa de Oliveira",1856.055,18.69451,93,66,0,0,"Cross",3585
"3519",0.08437729,0,2499981,"Billing",2290.897,12.05862,75,28,0,0,"Ground loose ball duel",3586
"1830",0.08425224,0,2499857,"Delph",146.6662,12.02126,76,27,0,0,"Simple pass",3587
"3384",0.08425224,0,2499971,"Knockaert",1084.475,12.02126,76,73,0,0,"Simple pass",3588
"1274",0.08424149,0,2499813,"Zaha",2795.894,18.62923,82,38,0,0,"Air duel",3589
"1751",0.08424149,0,2499851,"Cabaye",1329.324,18.62923,82,62,0,0,"Air duel",3590
"950",0.08422552,0,2499788,"Olsson",1250.317,12.01327,71,33,0,0,"Simple pass",3591
"359",0.08414107,0,2499744,"Lukaku Menama",1582.712,11.98801,88,25,0,0,"Simple pass",3592
"2385",0.08414107,0,2499897,"Ince",2527.704,11.98801,88,25,1,0,"Smart pass",3593
"3847",0.08408957,0,2500005,"Rodr\u00edguez Ruiz",2566.152,18.58377,80,42,0,0,"Simple pass",3594
"1570",0.08407183,0,2499836,"Shelvey",1979.361,18.57846,79,54,0,0,"Simple pass",3595
"3928",0.08407183,0,2500011,"Kant\u00e9",1749.752,18.57846,79,54,0,0,"Simple pass",3596
"4076",0.08407183,0,2500024,"G\u00fcndo\u011fan",1539.679,18.57846,79,46,0,0,"Simple pass",3597
"2629",0.08405587,0,2499915,"G\u00fcndo\u011fan",2436.445,11.9625,79,25,0,0,"Ground attacking duel",3598
"576",0.08398631,0,2499760,"Kola\u0161inac",1182.883,11.94165,83,24,0,0,"Simple pass",3599
"2129",0.08398631,0,2499879,"Berg Gu\u00f0munds\u00adson",2309.277,11.94165,83,76,0,0,"Ground defending duel",3600
"2921",0.08398631,0,2499937,"Son",243.1687,11.94165,83,76,0,0,"Ground defending duel",3601
"427",0.08397405,0,2499749,"Xhaka",698.4949,11.93798,72,31,0,0,"Ground loose ball duel",3602
"579",0.08397405,0,2499760,"Xhaka",1877.701,11.93798,72,69,0,0,"Simple pass",3603
"2517",0.08397198,0,2499908,"Ritchie",1729.682,11.93736,77,74,0,0,"Head pass",3604
"29",0.08390425,0,2499720,"Ag\u00fcero del Castillo",425.7427,18.52822,86,34,0,0,"Simple pass",3605
"764",0.08390425,0,2499773,"Wijnaldum",2363.899,18.52822,86,34,0,0,"Simple pass",3606
"2402",0.08390425,0,2499899,"Barbosa de Oliveira",1911.557,18.52822,86,34,0,0,"Ground attacking duel",3607
"3401",0.08390425,0,2499972,"Sterling",1686.181,18.52822,86,34,0,0,"Ground defending duel",3608
"4887",0.08390425,0,2500089,"Wells",2644.663,18.52822,86,34,0,0,"Ground attacking duel",3609
"3688",0.08390425,0,2499995,"Arnautovi\u0107",881.0361,18.52822,86,66,0,0,"Ground attacking duel",3610
"3675",0.08385402,0,2499994,"Mahrez",1455.896,11.90196,82,76,0,0,"High pass",3611
"3124",0.08364158,0,2499951,"Mati\u0107",2103.851,11.83811,69,64,0,0,"Simple pass",3612
"4163",0.08363349,0,2500029,"Xhaka",2856.846,11.83568,71,68,0,0,"Simple pass",3613
"333",0.08361671,0,2499743,"Can",316.6411,18.44181,90,67,0,0,"Air duel",3614
"1193",0.08361671,1,2499807,"Salah Ghaly",1416.313,18.44181,90,67,1,0,"Smart pass",3615
"1375",0.08361671,0,2499823,"Lascelles",1218.095,18.44181,90,67,0,0,"Air duel",3616
"2219",0.08361671,0,2499886,"Maguire",506.0675,18.44181,90,67,0,0,"Ground defending duel",3617
"3493",0.08361671,0,2499979,"Rond\u00f3n Gim\u00e9nez",678.1151,18.44181,90,67,0,0,"Ground defending duel",3618
"4670",0.08361671,0,2500071,"Coleman",695.8933,18.44181,90,67,0,0,"Ground defending duel",3619
"4698",0.08361671,1,2500074,"Phillips",1687.779,18.44181,90,67,1,0,"Smart pass",3620
"77",0.08361671,0,2499724,"Rashford",241.0075,18.44181,90,33,1,0,"Smart pass",3621
"171",0.08361671,0,2499730,"Barnes",2210.296,18.44181,90,33,0,0,"Ground loose ball duel",3622
"342",0.08361671,0,2499743,"Lacazette",1404.651,18.44181,90,33,0,0,"Head pass",3623
"865",0.08361671,0,2499781,"de Jesus",2333.344,18.44181,90,33,0,0,"Cross",3624
"1437",0.08361671,0,2499827,"Zaha",1470.364,18.44181,90,33,0,0,"Ground attacking duel",3625
"4317",0.08361671,0,2500041,"Murray",459.916,18.44181,90,33,0,0,"Air duel",3626
"4571",0.08361671,0,2500061,"Rodrigues Moura da Silva",599.5887,18.44181,90,33,0,0,"Ground attacking duel",3627
"729",0.08359336,0,2499771,"Depoitre",176.5951,18.43478,89,33,0,0,"Simple pass",3628
"1474",0.08359336,0,2499830,"Kane",356.6609,18.43478,89,33,0,0,"Ground defending duel",3629
"1822",0.08359336,1,2499856,"Rooney",1654.967,18.43478,89,33,0,0,"Simple pass",3630
"2645",0.08359336,0,2499916,"Kane",703.5509,18.43478,89,67,0,0,"High pass",3631
"2984",0.08359336,1,2499942,"Noble",1452.761,18.43478,89,67,0,0,"Ground defending duel",3632
"4984",0.08359336,0,2500097,"Gray",1505.792,18.43478,89,33,1,0,"Smart pass",3633
"730",0.08357637,0,2499771,"Sabiri",413.4267,18.42966,79,45,0,0,"Ground defending duel",3634
"3293",0.08357637,0,2499964,"Vokes",1822.414,18.42966,79,45,0,0,"Air duel",3635
"4028",0.08354947,0,2500020,"Berg Gu\u00f0munds\u00adson",1127.845,11.81038,74,72,0,0,"Ground attacking duel",3636
"3021",0.08352364,0,2499944,"Shaw",1378.627,11.8026,78,25,0,0,"Ground attacking duel",3637
"4415",0.08349408,0,2500048,"Naughton",1957.714,11.79369,75,73,0,0,"Ground attacking duel",3638
"953",0.08330278,0,2499788,"Carroll",2537.657,11.73597,72,30,0,0,"Ground loose ball duel",3639
"1412",0.08330278,0,2499825,"Mahrez",220.6742,11.73597,72,70,0,0,"Simple pass",3640
"3676",0.08330278,0,2499994,"Mahrez",1770.022,11.73597,72,70,0,0,"Ground defending duel",3641
"291",0.08327612,0,2499740,"Rodr\u00edguez Ledesma",783.326,18.3391,81,61,0,0,"Simple pass",3642
"3759",0.08327612,0,2499999,"Mkhitaryan",233.1353,18.3391,81,61,0,0,"Ground attacking duel",3643
"297",0.08312368,0,2499740,"Rodr\u00edguez Ledesma",814.0266,18.29301,88,67,0,0,"Ground defending duel",3644
"438",0.08312368,0,2499749,"Mousset",2377.774,18.29301,88,33,0,0,"Ground attacking duel",3645
"1473",0.08312368,0,2499830,"Lacazette",277.3993,18.29301,88,33,0,0,"Ground defending duel",3646
"1888",0.08312368,0,2499860,"Lingard",370.7485,18.29301,88,67,0,0,"Ground attacking duel",3647
"2395",0.08312368,0,2499898,"Rodriguez",2159.958,18.29301,88,33,0,0,"Cross",3648
"2871",0.08312368,0,2499933,"Quaner",1327.664,18.29301,88,67,0,0,"Simple pass",3649
"3670",0.08312368,0,2499993,"Kane",2424.828,18.29301,88,67,0,0,"Simple pass",3650
"4508",0.08312368,1,2500056,"Ayew",1555.306,18.29301,88,33,0,0,"Simple pass",3651
"4523",0.08312368,0,2500058,"Bauer",681.9922,18.29301,88,67,0,0,"Simple pass",3652
"4797",0.08312368,0,2500081,"Pogba",244.4382,18.29301,88,33,0,0,"Simple pass",3653
"2861",0.08311615,0,2499932,"Lingard",1977.612,18.29073,80,41,0,0,"Simple pass",3654
"4188",0.08311615,0,2500031,"F\u00e0bregas i Soler",1395.244,18.29073,80,41,0,0,"Simple pass",3655
"2378",0.08311482,0,2499897,"Ince",205.1453,11.67914,89,25,0,0,"Ground attacking duel",3656
"53",0.08304508,0,2499722,"Zaha",2194.431,18.26921,91,67,0,0,"Ground attacking duel",3657
"998",0.08304508,0,2499791,"Townsend",2636.649,18.26921,91,67,0,0,"Ground defending duel",3658
"2604",0.08304508,0,2499913,"Solanke",2522.934,18.26921,91,67,0,0,"High pass",3659
"3082",0.08304508,0,2499948,"Rond\u00f3n Gim\u00e9nez",2856.788,18.26921,91,67,0,0,"Ground defending duel",3660
"4745",0.08304508,0,2500077,"Sissoko",2667.311,18.26921,91,67,1,0,"Smart pass",3661
"1984",0.08304508,0,2499868,"Rodriguez",633.608,18.26921,91,33,0,0,"Ground attacking duel",3662
"2304",0.08303675,0,2499892,"Austin",991.0073,18.26669,83,36,1,0,"Smart pass",3663
"2407",0.08303003,1,2499899,"Xhaka",613.4728,11.65347,71,69,0,0,"Simple pass",3664
"1612",0.08298952,0,2499839,"Defour",1472.068,18.25238,84,35,0,0,"Ground defending duel",3665
"3073",0.08298952,0,2499948,"Gro\u00df",2594.216,18.25238,84,35,0,0,"Simple pass",3666
"2039",0.08298952,0,2499872,"Milner",67.77383,18.25238,84,65,0,0,"Simple pass",3667
"619",0.08298464,0,2499763,"Milner",682.975,18.2509,79,56,0,0,"Simple pass",3668
"1609",0.08298464,0,2499839,"Lacazette",314.6242,18.2509,79,56,0,0,"Ground defending duel",3669
"3674",0.08298464,0,2499994,"N'Diaye",753.1991,18.2509,79,56,0,0,"Ground attacking duel",3670
"4288",0.08298464,1,2500039,"Mousset",1167.043,18.2509,79,56,0,0,"Simple pass",3671
"1188",0.08266142,0,2499806,"King",2584.327,18.15276,82,37,0,0,"Simple pass",3672
"3691",0.08266142,0,2499995,"Can",1866.112,18.15276,82,37,0,0,"Simple pass",3673
"4200",0.08257952,0,2500032,"Zaha",2939.399,11.51666,92,27,0,0,"Ground defending duel",3674
"900",0.08245058,0,2499784,"Sako",965.3962,11.47738,78,24,0,0,"Simple pass",3675
"1650",0.08245058,0,2499843,"Mata Garc\u00eda",181.1899,11.47738,78,76,0,0,"Simple pass",3676
"4116",0.08245058,0,2500026,"Gabbiadini",2930.144,11.47738,78,76,0,0,"Simple pass",3677
"1907",0.0824392,1,2499862,"Gayle",692.6931,18.08509,85,66,0,0,"Ground defending duel",3678
"4073",0.08241758,0,2500024,"Zinchenko",569.808,11.46732,71,30,0,0,"Simple pass",3679
"1059",0.08236454,0,2499796,"Ki",1996.184,11.45113,76,25,0,0,"Ground attacking duel",3680
"3629",0.08236454,0,2499990,"Mkhitaryan",723.4659,11.45113,76,25,0,0,"Simple pass",3681
"80",0.08233227,0,2499724,"Rashford",1022.406,18.05247,87,33,1,0,"Smart pass",3682
"1866",0.08233227,1,2499859,"Fraser",2461.889,18.05247,87,33,0,0,"Simple pass",3683
"1910",0.08233227,0,2499862,"Morata Mart\u00edn",1881.666,18.05247,87,67,0,0,"Air duel",3684
"2315",0.08233227,0,2499893,"Lennon",1647.77,18.05247,87,67,0,0,"Ground attacking duel",3685
"3150",0.08233227,0,2499953,"Ndidi",2507.224,18.05247,87,33,0,0,"Simple pass",3686
"3407",0.08233227,0,2499972,"Lennon",1426.57,18.05247,87,67,0,0,"Simple pass",3687
"3423",0.08233227,0,2499973,"Zaha",2394.823,18.05247,87,33,0,0,"Ground attacking duel",3688
"4078",0.08233227,0,2500024,"San\u00e9",1980.329,18.05247,87,33,0,0,"Ground defending duel",3689
"4162",0.08233227,1,2500029,"Aubameyang",2421.175,18.05247,87,33,0,0,"Air duel",3690
"4392",0.08233227,0,2500047,"Barnes",426.6627,18.05247,87,33,0,0,"Cross",3691
"4684",0.08233227,0,2500073,"Mkhitaryan",1164.469,18.05247,87,67,0,0,"Simple pass",3692
"2271",0.08230422,0,2499889,"Solanke",2866.884,18.0439,79,57,0,0,"Simple pass",3693
"3936",0.08230422,0,2500012,"Murray",1478.775,18.0439,79,43,0,0,"Ground defending duel",3694
"4352",0.08228369,0,2500043,"Milner",935.4418,11.42645,91,26,0,0,"High pass",3695
"160",0.08219246,0,2499729,"Gray",2440.13,18.00975,95,65,1,0,"Smart pass",3696
"1927",0.08219246,0,2499864,"Mee",601.7277,18.00975,95,65,0,0,"Air duel",3697
"2308",0.08219246,0,2499892,"Austin",1841.821,18.00975,95,35,0,0,"Ground loose ball duel",3698
"3479",0.08219246,0,2499978,"Long",2203.6,18.00975,95,35,0,0,"Cross",3699
"106",0.08218144,0,2499726,"Davis",2153.497,18.00639,78,50,0,0,"Ground loose ball duel",3700
"65",0.08215535,0,2499723,"Krk\u00edc P\u00e9rez",2091.066,11.38722,88,24,0,0,"Ground defending duel",3701
"105",0.08213253,0,2499726,"Ward-Prowse",1483.718,17.99143,78,49,0,0,"Simple pass",3702
"2788",0.08213253,0,2499927,"Dyer",2661.427,17.99143,78,49,0,0,"Ground loose ball duel",3703
"3068",0.08213253,0,2499948,"Izquierdo Mena",81.449,17.99143,78,49,0,0,"Ground attacking duel",3704
"4704",0.08213253,0,2500074,"Ritchie",997.453,17.99143,78,49,0,0,"Ground attacking duel",3705
"4881",0.08213253,0,2500089,"Cork",1717.474,17.99143,78,51,0,0,"Simple pass",3706
"1126",0.08208665,0,2499802,"De Bruyne",377.0087,11.3662,80,77,1,0,"Smart pass",3707
"4697",0.08207428,0,2500074,"Shelvey",1644.973,17.9736,80,60,0,0,"Simple pass",3708
"2538",0.0820246,0,2499910,"Morata Mart\u00edn",259.5611,11.3472,97,34,0,0,"Ground defending duel",3709
"188",0.08199584,0,2499732,"March",2682.519,11.33839,73,73,0,0,"Ground defending duel",3710
"2239",0.08198643,0,2499888,"Kane",1453.117,17.94669,78,52,0,0,"Ground defending duel",3711
"2300",0.08198643,0,2499892,"Kant\u00e9",1452.108,17.94669,78,52,0,0,"Simple pass",3712
"1251",0.08196032,0,2499812,"Hendrick",36.17146,11.32751,94,29,0,0,"Air duel",3713
"2998",0.08196032,1,2499943,"San\u00e9",2403.544,11.32751,94,29,0,0,"Ground attacking duel",3714
"3474",0.08196032,0,2499978,"Sturridge",2100.317,11.32751,94,29,0,0,"Ground attacking duel",3715
"2128",0.08194768,0,2499879,"Sobhi",1693.413,17.93481,81,38,0,0,"Simple pass",3716
"3899",0.08194768,0,2500009,"Francis",1745.162,17.93481,81,62,0,0,"Cross",3717
"4013",0.08194768,0,2500018,"Antonio",2335.005,17.93481,81,38,0,0,"Simple pass",3718
"3207",0.0819456,0,2499958,"Cresswell",172.809,11.32299,72,28,0,0,"Simple pass",3719
"1499",0.08193695,0,2499831,"Shaqiri",1375.251,11.32034,74,26,0,0,"Ground defending duel",3720
"220",0.08182329,0,2499735,"Rodr\u00edguez Ruiz",173.3727,11.28547,96,32,0,0,"Ground defending duel",3721
"2375",0.08182329,0,2499897,"de Andrade",1201.672,11.28547,96,32,0,0,"Air duel",3722
"1806",0.08182329,0,2499855,"Borges da Silva",1082.154,11.28547,96,68,0,0,"Ground attacking duel",3723
"2204",0.08179843,0,2499885,"Merino Zaz\u00f3n",2213.706,11.27784,71,29,0,0,"Simple pass",3724
"1658",0.08178142,0,2499844,"Hughes",677.3722,11.27261,68,34,0,0,"Simple pass",3725
"364",0.08177594,0,2499745,"Ayew Pel\u00e9",1742.806,11.27093,79,77,0,0,"Ground defending duel",3726
"329",0.08175724,0,2499742,"Ince",1736.8,11.26519,75,75,0,0,"Ground attacking duel",3727
"838",0.08174499,0,2499779,"Gray",1940.531,17.87261,78,47,0,0,"Ground attacking duel",3728
"3377",0.08174499,0,2499970,"Tosun",2078.258,17.87261,78,53,0,0,"Simple pass",3729
"1622",0.08171194,0,2499840,"Cabaye",2771.66,17.86245,92,67,0,0,"Cross",3730
"2028",0.08171194,0,2499871,"Kachunga",861.6757,17.86245,92,33,0,0,"Air duel",3731
"3987",0.08171194,0,2500016,"Walker",1670.186,17.86245,92,67,1,0,"Smart pass",3732
"4036",0.08171194,0,2500021,"Cabaye",2003.559,17.86245,92,67,1,0,"Smart pass",3733
"4915",0.08171194,0,2500091,"Mooy",2536.163,17.86245,92,67,1,0,"Smart pass",3734
"714",0.08161903,0,2499769,"Xhaka",1749.275,11.22269,66,61,0,0,"Simple pass",3735
"1101",0.08154353,1,2499800,"Rooney",677.2027,17.81063,79,58,0,0,"Ground attacking duel",3736
"2134",0.08154353,0,2499879,"Sobhi",2341.497,17.81063,79,42,0,0,"Simple pass",3737
"3918",0.08154353,1,2500011,"Borges da Silva",1472.024,17.81063,79,42,0,0,"Ground attacking duel",3738
"1371",0.08144611,0,2499823,"Ritchie",286.4656,11.16943,76,76,0,0,"Simple pass",3739
"675",0.08141128,0,2499766,"Kane",2154.378,17.76988,78,46,0,0,"Simple pass",3740
"2251",0.08141128,0,2499888,"Alli",1916.038,17.76988,78,46,0,0,"Simple pass",3741
"3369",0.08141128,1,2499970,"Ramsey",1103.293,17.76988,78,46,0,0,"Simple pass",3742
"3658",0.08141128,0,2499992,"Sims",1712.623,17.76988,78,54,0,0,"Ground attacking duel",3743
"38",0.08140782,0,2499721,"Alonso Mendoza",225.4369,11.15763,78,23,0,0,"Simple pass",3744
"2084",0.0813191,0,2499876,"Evans",227.4936,17.74143,86,33,0,0,"Air duel",3745
"3641",0.0813191,0,2499991,"Izquierdo Mena",140.4941,17.74143,86,33,0,0,"Ground defending duel",3746
"5012",0.0813191,1,2500098,"Lanzini",2193.887,17.74143,86,33,0,0,"Ground defending duel",3747
"1396",0.08126435,0,2499824,"Berg Gu\u00f0munds\u00adson",2544.433,11.11334,72,73,0,0,"Ground defending duel",3748
"4137",0.08126435,0,2500028,"Cresswell",1762.221,11.11334,72,27,0,0,"Simple pass",3749
"2244",0.08114155,0,2499888,"Pr\u00f6pper",239.7238,11.07538,74,25,0,0,"Simple pass",3750
"4847",0.08114155,0,2500085,"Mendy",2387.315,11.07538,74,25,0,0,"Simple pass",3751
"896",0.08112259,0,2499784,"Rashford",2544.382,17.68069,94,34,0,0,"Head pass",3752
"4273",0.08112259,0,2500038,"Hegazy",1146.075,17.68069,94,34,0,0,"Cross",3753
"607",0.08112259,0,2499763,"Salah Ghaly",1258.23,17.68069,94,66,0,0,"Cross",3754
"2162",0.08112259,0,2499881,"Ag\u00fcero del Castillo",961.9083,17.68069,94,66,0,0,"Ground defending duel",3755
"3877",0.08112259,0,2500008,"Rond\u00f3n Gim\u00e9nez",123.5792,17.68069,94,66,0,0,"Ground defending duel",3756
"3932",0.08112259,0,2500012,"Coleman",195.0937,17.68069,94,66,0,0,"Simple pass",3757
"36",0.08108729,0,2499721,"Brady",2846.077,11.05859,89,24,0,0,"Simple pass",3758
"3775",0.08108729,0,2500000,"Barnes",2044.69,11.05859,89,24,0,0,"Ground attacking duel",3759
"2430",0.08106852,0,2499901,"Kane",1575.543,17.66396,82,64,0,0,"Simple pass",3760
"565",0.08103147,0,2499759,"Arter",613.5599,11.04131,66,63,0,0,"Simple pass",3761
"2170",0.08103147,0,2499882,"Xhaka",2632.575,11.04131,66,63,0,0,"Simple pass",3762
"260",0.08098943,0,2499737,"Wanyama",1410.301,17.63946,78,55,0,0,"Simple pass",3763
"4924",0.08098943,0,2500092,"March",2159.098,17.63946,78,45,0,0,"Ground defending duel",3764
"2901",0.08097579,0,2499935,"Boufal",2834.878,17.63524,80,39,0,0,"Ground defending duel",3765
"4872",0.08096895,0,2500088,"Brunt",128.6561,11.02194,84,78,0,0,"Simple pass",3766
"1273",0.08092863,0,2499813,"Antonio",2358.437,11.00944,80,78,0,0,"Ground attacking duel",3767
"3269",0.08092412,0,2499962,"Hudson-Odoi",2595.961,17.61922,84,34,0,0,"Ground defending duel",3768
"1254",0.08071154,0,2499812,"P\u00e9rez Guti\u00e9rrez",280.0908,17.55322,79,41,0,0,"Simple pass",3769
"1532",0.08071154,0,2499833,"Milivojevi\u0107",2881.614,17.55322,79,59,0,0,"Simple pass",3770
"2866",0.08071154,0,2499933,"Williams",1286.872,17.55322,79,59,0,0,"Simple pass",3771
"3252",0.08071154,0,2499961,"Milivojevi\u0107",3042.186,17.55322,79,59,0,0,"Air duel",3772
"2160",0.08065148,0,2499881,"Ag\u00fcero del Castillo",325.112,10.92336,95,70,0,0,"Ground defending duel",3773
"2624",0.08065148,1,2499915,"Sterling",1819.867,10.92336,95,30,0,0,"High pass",3774
"2424",0.08058705,1,2499900,"Gro\u00df",1114.522,17.51449,81,37,0,0,"Ground defending duel",3775
"3470",0.08058705,0,2499978,"Carrillo",744.8944,17.51449,81,37,0,0,"Simple pass",3776
"3340",0.08058705,0,2499968,"Alli",1305.932,17.51449,81,63,0,0,"High pass",3777
"2117",0.08058413,0,2499878,"Masuaku",2195.651,10.9024,72,26,0,0,"Ground attacking duel",3778
"370",0.08054697,0,2499745,"Ritchie",247.0653,10.89083,76,77,0,0,"Ground defending duel",3779
"1421",0.08054697,0,2499826,"Carroll",1322.425,10.89083,76,77,0,0,"Simple pass",3780
"4566",0.08054697,0,2500061,"Bong Songo",1465.179,10.89083,76,23,0,0,"Simple pass",3781
"1140",0.08048455,0,2499803,"Diam\u00e9",1606.703,17.48257,78,56,0,0,"Ground defending duel",3782
"2694",0.08048455,0,2499920,"Morata Mart\u00edn",568.9367,17.48257,78,44,0,0,"Ground defending duel",3783
"2751",0.08048455,0,2499925,"Knockaert",1539.287,17.48257,78,56,0,0,"Ground attacking duel",3784
"4229",0.08048455,0,2500035,"Shelvey",41.14434,17.48257,78,44,0,0,"Simple pass",3785
"273",0.08043581,0,2499738,"Hoedt",2481.632,10.85619,68,31,0,0,"Simple pass",3786
"3767",0.0803964,0,2500000,"Berg Gu\u00f0munds\u00adson",235.6977,10.8439,78,22,0,0,"Simple pass",3787
"4792",0.08037388,0,2500081,"Stephens",397.353,10.83688,66,65,0,0,"Simple pass",3788
"4074",0.08035601,0,2500024,"Knockaert",627.4704,10.8313,74,76,0,0,"Simple pass",3789
"4407",0.08035601,0,2500048,"Brunt",699.6339,10.8313,74,24,0,0,"Simple pass",3790
"1682",0.08022903,0,2499845,"Bertrand",559.4873,10.79164,69,29,0,0,"Simple pass",3791
"1765",0.08021266,1,2499852,"Vardy",742.457,17.3977,89,32,0,0,"High pass",3792
"2719",0.08021266,0,2499922,"Arfield",1541.79,17.3977,89,68,0,0,"Cross",3793
"2808",0.08021266,0,2499929,"Alonso Mendoza",246.693,17.3977,89,32,0,0,"Cross",3794
"3467",0.08021266,1,2499977,"Pereyra",2751.102,17.3977,89,68,0,0,"Ground attacking duel",3795
"4963",0.08021266,0,2500096,"King",1149.51,17.3977,89,68,0,0,"Simple pass",3796
"90",0.08016184,0,2499725,"Dannemann Eriksen",1558.399,17.38181,85,33,0,0,"Simple pass",3797
"3083",0.08016184,0,2499949,"Iwobi",277.3845,17.38181,85,33,0,0,"Simple pass",3798
"387",0.08006606,0,2499746,"Brady",1538.297,17.35184,88,68,0,0,"Ground attacking duel",3799
"594",0.08006606,0,2499761,"Ward",1919.927,17.35184,88,68,0,0,"Air duel",3800
"698",0.08006606,0,2499768,"Brunt",172.8402,17.35184,88,68,0,0,"Simple pass",3801
"1802",0.08006606,0,2499854,"Robson-Kanu",1024.092,17.35184,88,68,0,0,"Simple pass",3802
"1995",0.08006606,0,2499869,"Doucour\u00e9",1336.13,17.35184,88,68,0,0,"Ground loose ball duel",3803
"2951",0.08006606,1,2499939,"Beller\u00edn Moruno",389.3763,17.35184,88,68,1,0,"Smart pass",3804
"4502",0.08006606,0,2500056,"Bolasie Yala",2535.804,17.35184,88,32,0,0,"High pass",3805
"116",0.07992108,1,2499727,"Man\u00e9",1698.525,17.3064,90,32,1,0,"Smart pass",3806
"173",0.07992108,0,2499730,"Walters",2912.932,17.3064,90,32,0,0,"High pass",3807
"261",0.07992108,0,2499737,"Moses",1547.776,17.3064,90,68,0,0,"Simple pass",3808
"1118",0.07992108,1,2499800,"S\u00e1nchez S\u00e1nchez",2988.909,17.3064,90,68,0,0,"Ground attacking duel",3809
"1288",0.07992108,0,2499815,"Milner",1868.617,17.3064,90,32,0,0,"High pass",3810
"1599",0.07992108,0,2499838,"Rodriguez",49.40153,17.3064,90,32,0,0,"Simple pass",3811
"2380",0.07992108,1,2499897,"Depoitre",258.8989,17.3064,90,68,0,0,"Ground attacking duel",3812
"3020",0.07992108,0,2499944,"Lukaku Menama",1231.438,17.3064,90,68,0,0,"Ground defending duel",3813
"3517",0.07992108,0,2499981,"Pritchard",17.10021,17.3064,90,68,0,0,"Ground attacking duel",3814
"3603",0.07992108,0,2499987,"Trippier",1805.861,17.3064,90,68,0,0,"Cross",3815
"3677",0.07992108,0,2499994,"Albrighton",2801.753,17.3064,90,32,0,0,"Ground defending duel",3816
"3874",0.07992108,0,2500008,"Janmaat",2254.584,17.3064,90,68,0,0,"Simple pass",3817
"4290",0.07992108,0,2500039,"Townsend",1538.113,17.3064,90,32,0,0,"Ground defending duel",3818
"1410",0.07991328,0,2499825,"Shaqiri",2565.55,10.69277,82,79,0,0,"Simple pass",3819
"1931",0.07990952,0,2499864,"Brady",1249.245,10.69159,81,79,0,0,"Simple pass",3820
"830",0.07990258,0,2499779,"King",259.3845,17.3006,78,43,0,0,"Simple pass",3821
"1479",0.07990258,0,2499830,"Kane",2638.994,17.3006,78,57,0,0,"Ground attacking duel",3822
"2169",0.07990258,0,2499882,"Iwobi",1783.755,17.3006,78,43,0,0,"Simple pass",3823
"2762",0.07990258,0,2499926,"Dannemann Eriksen",1761.491,17.3006,78,43,0,0,"Simple pass",3824
"3483",0.07990258,0,2499979,"Rodriguez",647.7636,17.3006,78,57,0,0,"Head pass",3825
"4467",0.07990258,0,2500053,"Lingard",1441.021,17.3006,78,57,0,0,"Simple pass",3826
"691",0.07987821,0,2499767,"Jim\u00e9nez Silva",1048.761,10.68177,93,27,0,0,"Simple pass",3827
"3823",0.07987821,0,2500004,"San\u00e9",960.2648,10.68177,93,27,0,0,"High pass",3828
"2260",0.0798323,0,2499889,"Oxlade-Chamberlain",2346.933,17.27854,80,62,0,0,"Ground attacking duel",3829
"4239",0.0798323,0,2500036,"Redmond",1184.789,17.27854,80,38,0,0,"Simple pass",3830
"350",0.0798176,0,2499744,"Okazaki",1366.113,17.27392,79,60,0,0,"Simple pass",3831
"816",0.0798176,0,2499778,"Alli",1085.44,17.27392,79,40,0,0,"Simple pass",3832
"146",0.07970242,0,2499728,"McClean",2390.22,10.62655,69,28,0,0,"Simple pass",3833
"45",0.07965357,0,2499721,"Kant\u00e9",2067.638,17.22237,77,49,0,0,"Simple pass",3834
"1491",0.07965357,0,2499831,"Pr\u00f6pper",949.0531,17.22237,77,51,0,0,"Simple pass",3835
"2697",0.07965357,0,2499920,"Borges da Silva",1726.924,17.22237,77,51,0,0,"Ground attacking duel",3836
"302",0.07958862,0,2499740,"Borges da Silva",2678.338,17.20193,87,68,0,0,"Ground defending duel",3837
"463",0.07958862,0,2499751,"Wood",562.4573,17.20193,87,32,0,0,"Ground defending duel",3838
"2692",0.07958862,1,2499919,"Fraser",2574.343,17.20193,87,32,0,0,"Ground attacking duel",3839
"3055",0.07958862,0,2499946,"Son",2310.213,17.20193,87,32,0,0,"Ground defending duel",3840
"4518",0.07958862,0,2500057,"de Jesus",1588.989,17.20193,87,32,0,0,"Head pass",3841
"1713",0.07952866,0,2499847,"Kane",2430.116,17.18304,77,52,0,0,"Ground defending duel",3842
"2343",0.07952866,0,2499895,"Kane",574.9858,17.18304,77,48,0,0,"Simple pass",3843
"2819",0.07952866,0,2499930,"Ibe",1804.272,17.18304,77,52,0,0,"Ground defending duel",3844
"3740",0.07952866,0,2499998,"Williams",1256.225,17.18304,77,52,0,0,"Air duel",3845
"2047",0.07947648,0,2499872,"Henderson",2875.489,17.16659,82,35,0,0,"Simple pass",3846
"2266",0.07947648,0,2499889,"Defoe",871.2435,17.16659,82,35,0,0,"Ground defending duel",3847
